Accession/Planting,Most Recent Inventory Date,Status,Inventory Note,Most Recent Measurement Date,Height,Height Unit,Measurement Note,Inventory Latitude,Inventory Longitude
1985-0254-01-9,2/26/2020 13:53,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:53,5.7,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.46019,-111.9431123
1985-0498-01-1,2/26/2020 13:30,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:30,10.8,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.462199,-111.9465094
1985-0633-01-6,2/26/2020 13:54,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:54,6.1,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4599916,-111.9452501
1986-0158-01-10,2/26/2020 13:53,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:53,16.5,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4600101,-111.9427476
1986-0158-01-12,2/26/2020 13:37,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:37,14.1,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4599188,-111.9427882
1986-0158-01-13,2/26/2020 13:37,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:37,13,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4599421,-111.9427956
1986-0158-01-15,2/26/2020 13:52,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:52,10.2,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4599514,-111.9428102
1986-0158-01-16,2/26/2020 13:52,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:52,10.4,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4600059,-111.9429438
1986-0158-01-17,2/26/2020 13:52,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:52,12.9,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4600026,-111.942991
1986-0158-01-18,2/26/2020 13:52,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:52,5.7,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4600165,-111.943005
1986-0158-01-20,2/26/2020 13:53,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:53,8.2,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4600752,-111.9429066
1986-0158-01-21,2/26/2020 13:53,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:53,14.2,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4600225,-111.9427291
1986-0158-01-3,2/26/2020 13:54,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:54,4,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4600835,-111.9432027
1986-0158-01-7,2/26/2020 13:53,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:53,15.6,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4600634,-111.9429342
1986-0158-01-8,2/26/2020 13:53,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:53,20.2,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4600573,-111.9428855
1987-0009-01-11,2/26/2020 13:40,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:40,20.2,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4598575,-111.9428029
1987-0009-01-12,2/26/2020 13:38,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:38,14.4,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4598966,-111.9427198
1987-0009-01-15,2/26/2020 13:41,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:41,4.8,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4600382,-111.9432849
1987-0009-01-17,2/12/2020 0:00,Alive,Located alive with tag during 2020 Saguaro inventory.,2/19/2015 0:00,19.1,feet,1 arm. 1 bud.,,
1987-0009-01-4,2/26/2020 13:53,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:53,11.2,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4601281,-111.9426117
1987-0009-01-7,2/26/2020 13:38,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:38,7.5,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4597547,-111.9427455
1987-0009-01-8,2/26/2020 13:38,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:38,19,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4598265,-111.9427562
1987-0009-01-9,2/26/2020 13:40,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:40,7.9,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4600511,-111.942691
1987-0156-01-1,2/26/2020 13:53,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:53,21,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.460161,-111.9427125
1987-0156-01-10,2/26/2020 13:52,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:52,19.6,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4600134,-111.9430264
1987-0156-01-11,2/26/2020 13:40,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:40,12.2,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4601058,-111.9429771
1987-0156-01-12,2/26/2020 13:52,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:52,14.3,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4600716,-111.9430822
1987-0156-01-14,2/26/2020 13:52,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:52,15.9,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4600762,-111.9431365
1987-0156-01-15,2/26/2020 13:52,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:52,5.4,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.460085,-111.9431532
1987-0156-01-16,2/26/2020 13:52,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:52,17.5,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4600768,-111.943169
1987-0156-01-17,2/26/2020 13:52,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:52,7.1,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4600992,-111.9431692
1987-0156-01-19,2/26/2020 13:55,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:55,6.8,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4598022,-111.9435136
1987-0156-01-2,2/26/2020 13:24,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:24,10.3,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4603891,-111.9435967
1987-0156-01-20,2/26/2020 13:55,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:55,16.6,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4598176,-111.9434809
1987-0156-01-21,2/26/2020 13:55,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:55,7.7,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4598671,-111.9435391
1987-0156-01-22,2/26/2020 13:55,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:55,23.9,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.459884,-111.9434832
1987-0156-01-23,2/26/2020 13:55,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:55,16.8,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4598926,-111.9434566
1987-0156-01-24,2/26/2020 13:55,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:55,16,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4597237,-111.9434229
1987-0156-01-26,2/26/2020 13:52,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:52,20.7,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4599199,-111.9433105
1987-0156-01-27,2/26/2020 13:52,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:52,8.5,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4600415,-111.9431504
1987-0156-01-29,2/26/2020 13:37,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:37,10.7,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.460021,-111.9430964
1987-0156-01-30,2/26/2020 13:52,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:52,4.7,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.459945,-111.9431269
1987-0156-01-31,2/26/2020 13:40,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:40,15.7,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4599116,-111.9428679
1987-0156-01-6,2/26/2020 13:53,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:53,24.2,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4601637,-111.9431148
1987-0156-01-8,2/26/2020 13:53,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:53,20.1,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4601247,-111.9429894
1987-0156-01-9,2/26/2020 13:52,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:52,16,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4600221,-111.943021
1990-0214-01-10,2/26/2020 13:55,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:55,16.4,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4601056,-111.9426712
1990-0214-01-11,2/26/2020 13:53,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:53,12.3,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4600989,-111.9427277
1990-0214-01-12,2/26/2020 13:53,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:53,21.4,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4601382,-111.9427572
1990-0214-01-13,2/26/2020 13:40,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:40,7.4,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4602136,-111.9426634
1990-0214-01-15,2/26/2020 13:53,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:53,17.7,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.460177,-111.942802
1990-0214-01-16,2/26/2020 13:52,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:52,15.2,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4599447,-111.9430677
1990-0214-01-17,2/26/2020 13:52,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:52,20,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4599203,-111.9430141
1990-0214-01-18,2/26/2020 13:37,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:37,18.7,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4599166,-111.9429376
1990-0214-01-2,2/26/2020 13:53,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:53,10.3,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4601241,-111.9429262
1990-0214-01-20,2/26/2020 13:52,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:52,7.5,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4598875,-111.9429705
1990-0214-01-22,2/26/2020 13:52,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:52,10.1,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4598442,-111.9429011
1990-0214-01-23,2/26/2020 13:52,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:52,9.5,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4599642,-111.9429872
1990-0214-01-4,2/26/2020 13:53,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:53,8.9,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4601395,-111.9428368
1990-0214-01-5,2/12/2020 0:00,Alive,Located alive with tag during 2020 Saguaro inventory.,12/2/2012 13:44,15.5,feet,"1 arm, 7 buds, dl.",,
1990-0214-01-7,2/26/2020 13:53,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:53,21.3,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4600631,-111.9427346
1990-0214-01-8,2/26/2020 13:53,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:53,14.9,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4600438,-111.9427332
1990-0350-01-12,2/26/2020 13:55,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:55,18.4,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4597329,-111.9440706
1990-0350-01-14,2/26/2020 13:54,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:54,11.1,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4599166,-111.9427147
1990-0350-01-16,2/26/2020 13:53,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:53,16.1,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4601726,-111.9430476
1990-0350-01-2,2/26/2020 13:54,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:54,10.3,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4595504,-111.9450075
1990-0350-01-3,2/26/2020 13:54,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:54,15,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4595545,-111.9449012
1990-0350-01-4,2/26/2020 13:54,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:54,9.4,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4595435,-111.9445986
1990-0350-01-5,2/26/2020 13:54,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:54,0.6,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4594831,-111.9441715
1990-0350-01-6,2/26/2020 13:54,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:54,10.3,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.459783,-111.9443533
1990-0374-01-1,2/26/2020 13:55,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:55,12.2,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4595444,-111.9445569
1991-0209-01-1,2/26/2020 13:46,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:46,1.2,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4602156,-111.9434666
1991-0209-01-2,2/26/2020 13:55,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:55,18.7,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4603126,-111.9437932
1991-0209-01-4,2/26/2020 13:55,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:55,19.6,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4603469,-111.9437411
1991-0209-01-5,2/26/2020 13:55,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:55,19.6,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4601689,-111.9437637
1991-0209-01-6,2/26/2020 13:55,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:55,15.3,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4600802,-111.9437696
1991-0209-01-7,2/26/2020 13:55,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:55,16,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4600631,-111.9437815
1991-0209-01-8,2/26/2020 13:55,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:55,7,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4600575,-111.943757
1991-0210-01-1,2/26/2020 13:53,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:53,1.9,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4603188,-111.9441928
1991-0210-01-3,2/26/2020 13:38,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:38,20,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4595195,-111.9430799
1991-0210-01-4,2/26/2020 13:40,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:40,19.3,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4589931,-111.9432527
1991-0210-01-5,2/26/2020 13:40,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:40,12.6,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4590466,-111.9432728
1991-0210-01-6,2/26/2020 13:40,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:40,15.3,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4590863,-111.9431488
1991-0210-01-7,2/26/2020 13:40,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:40,20.4,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4590705,-111.9431715
1991-0210-01-8,2/26/2020 13:40,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:40,19.4,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.459165,-111.9432347
1991-0210-01-9,2/26/2020 13:40,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:40,18.8,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4589797,-111.9432778
1991-0292-01-1,2/26/2020 13:54,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:54,14.9,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4602862,-111.9453159
1991-0418-01-1,2/26/2020 13:53,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:53,3.56,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4603604,-111.9441936
1991-0421-01-1,2/26/2020 13:52,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:52,6.7,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4600908,-111.9431045
1992-0010-01-1,2/26/2020 13:43,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:43,13.4,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4602504,-111.9448331
1992-0019-01-1,2/26/2020 13:54,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:54,12.6,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4602749,-111.9446732
1992-0019-01-2,2/26/2020 13:38,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:38,23,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.460262,-111.9447189
1992-0148-01-1,2/26/2020 13:55,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:55,10.8,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4608688,-111.9447821
1992-0148-01-2,2/26/2020 13:55,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:55,18.4,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4607778,-111.9448982
1992-0148-01-3,2/26/2020 13:53,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:53,14.3,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4608502,-111.94475
1992-0224-01-1,2/26/2020 13:53,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:53,11.7,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4609501,-111.9448686
1992-1198-01-1,2/26/2020 13:43,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:43,22.2,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4604143,-111.9450297
1992-1221-01-1,2/26/2020 13:54,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:54,19.2,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4603601,-111.9448802
1992-1223-01-1,2/26/2020 13:54,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:54,21.6,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4605942,-111.9449645
1992-1223-01-2,2/26/2020 13:54,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:54,24.1,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4605823,-111.9449157
1992-1464-01-1,2/26/2020 13:43,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:43,13.6,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.460639,-111.9452028
1992-1471-01-1,2/26/2020 13:54,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:54,28.3,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4614139,-111.9457807
1992-1471-01-2,2/26/2020 13:54,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:54,24.5,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.461243,-111.9457117
1992-1498-01-1,2/26/2020 13:43,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:43,11.6,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4606432,-111.9451673
1993-0054-01-1,2/26/2020 13:53,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:53,24.3,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.461023,-111.9449105
1993-0054-01-2,2/26/2020 13:53,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:53,13.4,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.461028,-111.9449009
1993-0054-01-3,2/26/2020 13:53,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:53,12.3,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4610279,-111.9448918
1993-0054-01-4,2/26/2020 13:53,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:53,12.2,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4610246,-111.9448826
1993-0054-01-5,2/26/2020 13:53,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:53,11.5,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4610212,-111.9448805
1993-0076-01-1,2/26/2020 13:53,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:53,7.3,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4610074,-111.944413
1993-0076-01-2,2/26/2020 13:38,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:38,23.1,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.461256,-111.9447262
1993-0095-01-2,2/26/2020 13:52,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:52,19.2,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4612264,-111.9445992
1993-0101-01-1,2/26/2020 13:53,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:53,25,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4607413,-111.9445206
1993-0108-01-1,2/26/2020 13:53,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:53,8.6,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4607405,-111.9449303
